InventoryRecordID,WeekStartDate,StoreID,ProductID,SupplierID,OpeningUnits,OrderedUnits,ReceivedUnits,ExpectedDemandUnits,FulfilledDemandUnits,ClosingUnits,DaysCover,AvailabilityRate,StockoutHours,EstimatedLostUnits,EstimatedLostSales,EstimatedLostGrossProfit,LateDeliveryDays
IN044769,2026-07-27,ST011,PR050,SUP004,13,33,31,35,35,9,1.8,1.0,0.0,0,0.0,0.0,0
IN044770,2026-07-27,ST011,PR051,SUP005,10,44,38,41,41,7,1.2,1.0,0.0,0,0.0,0.0,0
IN044771,2026-07-27,ST011,PR052,SUP005,5,32,30,28,28,7,1.8,1.0,0.0,0,0.0,0.0,0
IN044772,2026-07-27,ST011,PR053,SUP005,9,36,36,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN044773,2026-07-27,ST011,PR054,SUP011,8,34,31,32,32,7,1.5,1.0,0.0,0,0.0,0.0,0
IN044774,2026-07-27,ST011,PR055,SUP011,10,29,27,30,30,7,1.6,1.0,0.0,0,0.0,0.0,0
IN044775,2026-07-27,ST011,PR056,SUP005,8,26,24,26,26,6,1.6,1.0,0.0,0,0.0,0.0,0
IN044776,2026-07-27,ST011,PR057,SUP005,9,24,22,25,25,6,1.7,1.0,0.0,0,0.0,0.0,0
IN044777,2026-07-27,ST011,PR059,SUP005,6,25,23,24,24,5,1.5,1.0,0.0,0,0.0,0.0,0
IN044778,2026-07-27,ST011,PR062,SUP003,8,39,37,36,36,9,1.7,1.0,0.0,0,0.0,0.0,0
IN044779,2026-07-27,ST011,PR063,SUP003,12,52,50,49,49,13,1.9,1.0,0.0,0,0.0,0.0,0
IN044780,2026-07-27,ST011,PR064,SUP009,10,28,22,29,29,3,0.7,1.0,0.0,0,0.0,0.0,2
IN044781,2026-07-27,ST011,PR065,SUP009,16,30,23,35,35,4,0.8,1.0,0.0,0,0.0,0.0,2
IN044782,2026-07-27,ST011,PR066,SUP009,14,41,32,42,42,4,0.7,1.0,0.0,0,0.0,0.0,2
IN044783,2026-07-27,ST011,PR067,SUP009,11,34,26,34,34,3,0.6,1.0,0.0,0,0.0,0.0,2
IN044784,2026-07-27,ST011,PR068,SUP011,13,56,55,53,53,15,2.0,1.0,0.0,0,0.0,0.0,0
IN044785,2026-07-27,ST011,PR069,SUP011,12,44,42,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN044786,2026-07-27,ST011,PR071,SUP011,6,39,35,34,34,7,1.4,1.0,0.0,0,0.0,0.0,0
IN044787,2026-07-27,ST011,PR072,SUP011,9,39,37,37,37,9,1.7,1.0,0.0,0,0.0,0.0,0
IN044788,2026-07-27,ST011,PR073,SUP003,8,35,32,33,33,7,1.5,1.0,0.0,0,0.0,0.0,0
IN044789,2026-07-27,ST011,PR076,SUP011,9,46,44,42,42,11,1.8,1.0,0.0,0,0.0,0.0,0
IN044790,2026-07-27,ST011,PR077,SUP011,9,37,35,35,35,9,1.8,1.0,0.0,0,0.0,0.0,0
IN044791,2026-07-27,ST012,PR001,SUP001,29,84,74,86,86,17,1.4,1.0,0.0,0,0.0,0.0,0
IN044792,2026-07-27,ST012,PR002,SUP001,13,76,67,68,68,12,1.2,1.0,0.0,0,0.0,0.0,0
IN044793,2026-07-27,ST012,PR004,SUP008,11,79,73,69,69,15,1.5,1.0,0.0,0,0.0,0.0,0
IN044794,2026-07-27,ST012,PR006,SUP012,16,68,68,64,64,20,2.2,1.0,0.0,0,0.0,0.0,0
IN044795,2026-07-27,ST012,PR007,SUP012,10,76,75,66,66,19,2.0,1.0,0.0,0,0.0,0.0,0
IN044796,2026-07-27,ST012,PR008,SUP012,14,120,119,102,102,31,2.1,1.0,0.0,0,0.0,0.0,0
IN044797,2026-07-27,ST012,PR009,SUP011,16,52,48,52,52,12,1.6,1.0,0.0,0,0.0,0.0,0
IN044798,2026-07-27,ST012,PR010,SUP012,11,98,97,83,83,25,2.1,1.0,0.0,0,0.0,0.0,0
IN044799,2026-07-27,ST012,PR011,SUP012,11,51,51,47,47,15,2.2,1.0,0.0,0,0.0,0.0,0
IN044800,2026-07-27,ST012,PR013,SUP011,11,52,48,48,48,11,1.6,1.0,0.0,0,0.0,0.0,0
IN044801,2026-07-27,ST012,PR014,SUP008,7,62,57,53,53,11,1.5,1.0,0.0,0,0.0,0.0,0
IN044802,2026-07-27,ST012,PR015,SUP002,21,79,71,76,76,16,1.5,1.0,0.0,0,0.0,0.0,0
IN044803,2026-07-27,ST012,PR016,SUP002,13,123,111,104,104,20,1.3,1.0,0.0,0,0.0,0.0,0
IN044804,2026-07-27,ST012,PR017,SUP002,16,65,58,62,62,12,1.4,1.0,0.0,0,0.0,0.0,0
IN044805,2026-07-27,ST012,PR018,SUP002,13,64,58,59,59,12,1.4,1.0,0.0,0,0.0,0.0,0
IN044806,2026-07-27,ST012,PR019,SUP002,8,54,49,47,47,10,1.5,1.0,0.0,0,0.0,0.0,0
IN044807,2026-07-27,ST012,PR020,SUP007,15,50,47,50,50,12,1.7,1.0,0.0,0,0.0,0.0,0
IN044808,2026-07-27,ST012,PR021,SUP007,20,74,70,72,72,18,1.7,1.0,0.0,0,0.0,0.0,0
IN044809,2026-07-27,ST012,PR022,SUP002,13,75,67,67,67,13,1.4,1.0,0.0,0,0.0,0.0,0
IN044810,2026-07-27,ST012,PR023,SUP007,11,34,32,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN044811,2026-07-27,ST012,PR026,SUP002,7,24,22,24,24,5,1.5,1.0,0.0,0,0.0,0.0,0
IN044812,2026-07-27,ST012,PR027,SUP006,14,62,60,58,58,16,1.9,1.0,0.0,0,0.0,0.0,0
IN044813,2026-07-27,ST012,PR028,SUP006,12,44,42,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN044814,2026-07-27,ST012,PR029,SUP006,9,64,62,56,56,15,1.9,1.0,0.0,0,0.0,0.0,0
IN044815,2026-07-27,ST012,PR031,SUP006,15,57,51,55,55,11,1.4,1.0,0.0,0,0.0,0.0,0
IN044816,2026-07-27,ST012,PR032,SUP006,10,71,68,62,62,16,1.8,1.0,0.0,0,0.0,0.0,0
IN044817,2026-07-27,ST012,PR035,SUP006,11,70,68,62,62,17,1.9,1.0,0.0,0,0.0,0.0,0
IN044818,2026-07-27,ST012,PR038,SUP004,22,34,33,43,43,12,2.0,1.0,0.0,0,0.0,0.0,0
IN044819,2026-07-27,ST012,PR039,SUP004,20,65,61,65,65,16,1.7,1.0,0.0,0,0.0,0.0,0
IN044820,2026-07-27,ST012,PR040,SUP010,12,51,47,48,48,11,1.6,1.0,0.0,0,0.0,0.0,0
IN044821,2026-07-27,ST012,PR041,SUP010,9,72,67,62,62,14,1.6,1.0,0.0,0,0.0,0.0,0
IN044822,2026-07-27,ST012,PR042,SUP004,15,32,28,36,36,7,1.4,1.0,0.0,0,0.0,0.0,0
IN044823,2026-07-27,ST012,PR043,SUP010,9,46,43,42,42,10,1.7,1.0,0.0,0,0.0,0.0,0
IN044824,2026-07-27,ST012,PR047,SUP004,10,40,40,38,38,12,2.2,1.0,0.0,0,0.0,0.0,0
IN044825,2026-07-27,ST012,PR050,SUP004,12,55,49,51,51,10,1.4,1.0,0.0,0,0.0,0.0,0
IN044826,2026-07-27,ST012,PR051,SUP005,17,34,33,39,39,11,2.0,1.0,0.0,0,0.0,0.0,0
IN044827,2026-07-27,ST012,PR052,SUP005,10,23,22,25,25,7,2.0,1.0,0.0,0,0.0,0.0,0
IN044828,2026-07-27,ST012,PR053,SUP005,10,50,48,46,46,12,1.8,1.0,0.0,0,0.0,0.0,0
IN044829,2026-07-27,ST012,PR054,SUP011,9,29,27,29,29,7,1.7,1.0,0.0,0,0.0,0.0,0
IN044830,2026-07-27,ST012,PR055,SUP011,10,29,27,30,30,7,1.6,1.0,0.0,0,0.0,0.0,0
IN044831,2026-07-27,ST012,PR056,SUP005,7,49,47,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN044832,2026-07-27,ST012,PR057,SUP005,8,34,33,32,32,9,2.0,1.0,0.0,0,0.0,0.0,0
IN044833,2026-07-27,ST012,PR059,SUP005,7,36,35,33,33,9,1.9,1.0,0.0,0,0.0,0.0,0
IN044834,2026-07-27,ST012,PR062,SUP003,7,34,33,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN044835,2026-07-27,ST012,PR063,SUP003,10,40,39,38,38,11,2.0,1.0,0.0,0,0.0,0.0,0
IN044836,2026-07-27,ST012,PR064,SUP009,10,50,50,46,46,14,2.1,1.0,0.0,0,0.0,0.0,0
IN044837,2026-07-27,ST012,PR065,SUP009,17,35,35,40,40,12,2.1,1.0,0.0,0,0.0,0.0,0
IN044838,2026-07-27,ST012,PR066,SUP009,15,40,39,42,42,12,2.0,1.0,0.0,0,0.0,0.0,0
IN044839,2026-07-27,ST012,PR067,SUP009,6,45,41,39,39,8,1.4,1.0,0.0,0,0.0,0.0,0
IN044840,2026-07-27,ST012,PR068,SUP011,17,76,70,71,71,16,1.6,1.0,0.0,0,0.0,0.0,0
IN044841,2026-07-27,ST012,PR069,SUP011,13,56,52,53,53,12,1.6,1.0,0.0,0,0.0,0.0,0
IN044842,2026-07-27,ST012,PR071,SUP011,10,24,22,26,26,6,1.6,1.0,0.0,0,0.0,0.0,0
IN044843,2026-07-27,ST012,PR072,SUP011,11,47,44,44,44,11,1.8,1.0,0.0,0,0.0,0.0,0
IN044844,2026-07-27,ST012,PR073,SUP003,8,46,45,41,41,12,2.0,1.0,0.0,0,0.0,0.0,0
IN044845,2026-07-27,ST012,PR076,SUP011,9,43,40,40,40,9,1.6,1.0,0.0,0,0.0,0.0,0
IN044846,2026-07-27,ST012,PR077,SUP011,8,46,43,41,41,10,1.7,1.0,0.0,0,0.0,0.0,0
IN044847,2026-07-27,ST013,PR001,SUP001,33,120,112,109,109,36,2.3,1.0,0.0,0,0.0,0.0,0
IN044848,2026-07-27,ST013,PR002,SUP001,22,117,109,99,99,32,2.3,1.0,0.0,0,0.0,0.0,0
IN044849,2026-07-27,ST013,PR004,SUP008,13,100,91,81,81,23,2.0,1.0,0.0,0,0.0,0.0,0
IN044850,2026-07-27,ST013,PR006,SUP012,25,97,89,87,87,27,2.2,1.0,0.0,0,0.0,0.0,0
IN044851,2026-07-27,ST013,PR007,SUP012,17,70,65,62,62,20,2.3,1.0,0.0,0,0.0,0.0,0
IN044852,2026-07-27,ST013,PR008,SUP012,23,74,72,69,69,26,2.6,1.0,0.0,0,0.0,0.0,0
IN044853,2026-07-27,ST013,PR009,SUP011,27,56,37,59,59,5,0.6,1.0,0.0,0,0.0,0.0,3
IN044854,2026-07-27,ST013,PR010,SUP012,20,74,74,67,67,27,2.8,1.0,0.0,0,0.0,0.0,0
IN044855,2026-07-27,ST013,PR011,SUP012,15,56,54,51,51,18,2.5,1.0,0.0,0,0.0,0.0,0
IN044856,2026-07-27,ST013,PR013,SUP011,21,84,55,75,74,2,0.2,0.9867,1.1,1,35.72,8.0,3
IN044857,2026-07-27,ST013,PR014,SUP008,17,52,45,49,49,13,1.9,1.0,0.0,0,0.0,0.0,0
IN044858,2026-07-27,ST013,PR015,SUP002,31,74,65,75,75,21,2.0,1.0,0.0,0,0.0,0.0,0
IN044859,2026-07-27,ST013,PR016,SUP002,21,87,79,77,77,23,2.1,1.0,0.0,0,0.0,0.0,0
IN044860,2026-07-27,ST013,PR017,SUP002,19,61,52,57,57,14,1.7,1.0,0.0,0,0.0,0.0,0
IN044861,2026-07-27,ST013,PR018,SUP002,14,62,58,54,54,18,2.3,1.0,0.0,0,0.0,0.0,0
IN044862,2026-07-27,ST013,PR019,SUP002,17,50,45,48,48,14,2.0,1.0,0.0,0,0.0,0.0,0
IN044863,2026-07-27,ST013,PR020,SUP007,17,68,61,61,61,17,2.0,1.0,0.0,0,0.0,0.0,0
IN044864,2026-07-27,ST013,PR021,SUP007,21,50,48,51,51,18,2.5,1.0,0.0,0,0.0,0.0,0
IN044865,2026-07-27,ST013,PR022,SUP002,15,68,63,59,59,19,2.3,1.0,0.0,0,0.0,0.0,0
IN044866,2026-07-27,ST013,PR023,SUP007,12,62,61,53,53,20,2.6,1.0,0.0,0,0.0,0.0,0
IN044867,2026-07-27,ST013,PR026,SUP002,14,50,48,46,46,16,2.4,1.0,0.0,0,0.0,0.0,0
IN044868,2026-07-27,ST013,PR027,SUP006,18,90,85,77,77,26,2.4,1.0,0.0,0,0.0,0.0,0
IN044869,2026-07-27,ST013,PR028,SUP006,13,56,55,49,49,19,2.7,1.0,0.0,0,0.0,0.0,0
IN044870,2026-07-27,ST013,PR029,SUP006,14,39,36,38,38,12,2.2,1.0,0.0,0,0.0,0.0,0
IN044871,2026-07-27,ST013,PR031,SUP006,14,64,61,56,56,19,2.4,1.0,0.0,0,0.0,0.0,0
IN044872,2026-07-27,ST013,PR032,SUP006,15,40,38,39,39,14,2.5,1.0,0.0,0,0.0,0.0,0
IN044873,2026-07-27,ST013,PR035,SUP006,12,69,64,58,58,18,2.2,1.0,0.0,0,0.0,0.0,0
IN044874,2026-07-27,ST013,PR038,SUP004,12,79,73,65,65,20,2.2,1.0,0.0,0,0.0,0.0,0
IN044875,2026-07-27,ST013,PR039,SUP004,14,87,80,72,72,22,2.1,1.0,0.0,0,0.0,0.0,0
IN044876,2026-07-27,ST013,PR040,SUP010,12,54,37,47,47,2,0.3,1.0,0.0,0,0.0,0.0,2
IN044877,2026-07-27,ST013,PR041,SUP010,13,39,26,37,37,2,0.4,1.0,0.0,0,0.0,0.0,2
IN044878,2026-07-27,ST013,PR042,SUP004,12,40,37,37,37,12,2.3,1.0,0.0,0,0.0,0.0,0
IN044879,2026-07-27,ST013,PR043,SUP010,8,48,33,40,40,1,0.2,1.0,0.0,0,0.0,0.0,2
IN044880,2026-07-27,ST013,PR047,SUP004,9,33,30,30,30,9,2.1,1.0,0.0,0,0.0,0.0,0
IN044881,2026-07-27,ST013,PR050,SUP004,10,43,39,38,38,11,2.0,1.0,0.0,0,0.0,0.0,0
IN044882,2026-07-27,ST013,PR051,SUP005,16,26,25,30,30,11,2.6,1.0,0.0,0,0.0,0.0,0
IN044883,2026-07-27,ST013,PR052,SUP005,9,34,31,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN044884,2026-07-27,ST013,PR053,SUP005,12,47,46,42,42,16,2.7,1.0,0.0,0,0.0,0.0,0
IN044885,2026-07-27,ST013,PR054,SUP011,10,43,28,38,37,1,0.2,0.9737,2.2,1,37.36,14.31,3
IN044886,2026-07-27,ST013,PR055,SUP011,7,28,18,25,24,1,0.3,0.96,3.4,1,34.37,12.2,3
IN044887,2026-07-27,ST013,PR056,SUP005,14,11,10,18,18,6,2.3,1.0,0.0,0,0.0,0.0,0
IN044888,2026-07-27,ST013,PR057,SUP005,12,36,33,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN044889,2026-07-27,ST013,PR059,SUP005,9,32,31,29,29,11,2.7,1.0,0.0,0,0.0,0.0,0
IN044890,2026-07-27,ST013,PR062,SUP003,15,59,55,53,53,17,2.2,1.0,0.0,0,0.0,0.0,0
IN044891,2026-07-27,ST013,PR063,SUP003,18,62,60,57,57,21,2.6,1.0,0.0,0,0.0,0.0,0
IN044892,2026-07-27,ST013,PR064,SUP009,18,58,57,54,54,21,2.7,1.0,0.0,0,0.0,0.0,0
IN044893,2026-07-27,ST013,PR065,SUP009,20,46,46,47,47,19,2.8,1.0,0.0,0,0.0,0.0,0
IN044894,2026-07-27,ST013,PR066,SUP009,22,75,75,69,69,28,2.8,1.0,0.0,0,0.0,0.0,0
IN044895,2026-07-27,ST013,PR067,SUP009,12,62,62,53,53,21,2.8,1.0,0.0,0,0.0,0.0,0
IN044896,2026-07-27,ST013,PR068,SUP011,21,73,48,67,67,2,0.2,1.0,0.0,0,0.0,0.0,3
IN044897,2026-07-27,ST013,PR069,SUP011,20,68,44,63,60,4,0.4,0.9524,4.0,2,50.68,18.94,3
IN044898,2026-07-27,ST013,PR071,SUP011,20,35,23,39,39,4,0.7,1.0,0.0,0,0.0,0.0,3
IN044899,2026-07-27,ST013,PR072,SUP011,12,43,28,39,39,1,0.2,1.0,0.0,0,0.0,0.0,3
IN044900,2026-07-27,ST013,PR073,SUP003,10,36,33,33,33,10,2.1,1.0,0.0,0,0.0,0.0,0
IN044901,2026-07-27,ST013,PR076,SUP011,12,45,29,41,40,1,0.2,0.9756,2.0,1,29.62,11.25,3
IN044902,2026-07-27,ST013,PR077,SUP011,18,44,29,44,44,3,0.5,1.0,0.0,0,0.0,0.0,3
IN044903,2026-07-27,ST014,PR001,SUP001,5,57,51,55,55,1,0.1,1.0,0.0,0,0.0,0.0,0
IN044904,2026-07-27,ST014,PR002,SUP001,2,43,38,40,39,1,0.2,0.975,2.1,1,39.61,8.46,0
IN044905,2026-07-27,ST014,PR004,SUP008,3,47,42,45,45,0,0.0,1.0,0.0,0,0.0,0.0,0
IN044906,2026-07-27,ST014,PR006,SUP012,8,61,60,62,62,6,0.7,1.0,0.0,0,0.0,0.0,0
IN044907,2026-07-27,ST014,PR007,SUP012,4,31,31,31,31,4,0.9,1.0,0.0,0,0.0,0.0,0
IN044908,2026-07-27,ST014,PR008,SUP012,6,47,46,47,47,5,0.7,1.0,0.0,0,0.0,0.0,0
IN044909,2026-07-27,ST014,PR009,SUP011,1,46,42,42,41,2,0.3,0.9762,2.0,1,67.97,14.61,0
IN044910,2026-07-27,ST014,PR010,SUP012,4,54,53,52,52,5,0.7,1.0,0.0,0,0.0,0.0,0
IN044911,2026-07-27,ST014,PR011,SUP012,4,31,31,31,31,4,0.9,1.0,0.0,0,0.0,0.0,0
IN044912,2026-07-27,ST014,PR013,SUP011,2,38,35,36,36,1,0.2,1.0,0.0,0,0.0,0.0,0
IN044913,2026-07-27,ST014,PR014,SUP008,1,47,43,43,43,1,0.2,1.0,0.0,0,0.0,0.0,0
IN044914,2026-07-27,ST014,PR015,SUP002,0,57,49,51,48,1,0.1,0.9412,4.9,2,74.8,17.32,1
IN044915,2026-07-27,ST014,PR016,SUP002,1,58,50,53,48,3,0.4,0.9057,7.9,4,151.56,32.12,1
IN044916,2026-07-27,ST014,PR017,SUP002,1,44,38,40,39,0,0.0,0.975,2.1,1,49.25,12.37,1
IN044917,2026-07-27,ST014,PR018,SUP002,1,42,36,38,36,1,0.2,0.9474,4.4,1,108.97,18.86,1
IN044918,2026-07-27,ST014,PR019,SUP002,0,19,16,17,16,0,0.0,0.9412,4.9,1,80.21,17.56,1
IN044919,2026-07-27,ST014,PR020,SUP007,4,27,23,28,25,2,0.5,0.8929,9.0,2,180.76,33.12,0
IN044920,2026-07-27,ST014,PR021,SUP007,7,57,48,57,55,0,0.0,0.9649,2.9,1,67.54,16.54,0
IN044921,2026-07-27,ST014,PR022,SUP002,0,40,34,36,32,2,0.4,0.8889,9.3,3,129.24,38.61,1
IN044922,2026-07-27,ST014,PR023,SUP007,4,30,25,30,28,1,0.2,0.9333,5.6,1,39.85,12.34,0
IN044923,2026-07-27,ST014,PR026,SUP002,1,23,20,21,20,1,0.3,0.9524,4.0,1,31.58,10.05,1
IN044924,2026-07-27,ST014,PR027,SUP006,1,39,38,36,36,3,0.6,1.0,0.0,0,0.0,0.0,0
IN044925,2026-07-27,ST014,PR028,SUP006,2,51,50,47,47,5,0.7,1.0,0.0,0,0.0,0.0,0
IN044926,2026-07-27,ST014,PR029,SUP006,2,43,42,40,40,4,0.7,1.0,0.0,0,0.0,0.0,0
IN044927,2026-07-27,ST014,PR031,SUP006,2,41,40,38,38,4,0.7,1.0,0.0,0,0.0,0.0,0
IN044928,2026-07-27,ST014,PR032,SUP006,5,38,37,38,38,4,0.7,1.0,0.0,0,0.0,0.0,0
IN044929,2026-07-27,ST014,PR035,SUP006,1,37,36,34,34,3,0.6,1.0,0.0,0,0.0,0.0,0
IN044930,2026-07-27,ST014,PR038,SUP004,1,28,27,26,26,2,0.5,1.0,0.0,0,0.0,0.0,0
IN044931,2026-07-27,ST014,PR039,SUP004,3,35,34,34,34,3,0.6,1.0,0.0,0,0.0,0.0,0
IN044932,2026-07-27,ST014,PR040,SUP010,1,31,29,29,29,1,0.2,1.0,0.0,0,0.0,0.0,0
IN044933,2026-07-27,ST014,PR041,SUP010,1,30,27,28,28,0,0.0,1.0,0.0,0,0.0,0.0,0
IN044934,2026-07-27,ST014,PR042,SUP004,2,29,28,28,28,2,0.5,1.0,0.0,0,0.0,0.0,0
IN044935,2026-07-27,ST014,PR043,SUP010,2,24,22,23,23,1,0.3,1.0,0.0,0,0.0,0.0,0
IN044936,2026-07-27,ST014,PR047,SUP004,1,16,16,15,15,2,0.9,1.0,0.0,0,0.0,0.0,0
IN044937,2026-07-27,ST014,PR050,SUP004,0,17,17,15,15,2,0.9,1.0,0.0,0,0.0,0.0,0
IN044938,2026-07-27,ST014,PR051,SUP005,1,19,13,18,13,1,0.4,0.7222,23.3,3,165.84,60.45,2
IN044939,2026-07-27,ST014,PR052,SUP005,1,17,12,16,13,0,0.0,0.8125,15.8,2,115.4,41.5,2
IN044940,2026-07-27,ST014,PR053,SUP005,1,40,28,37,28,1,0.2,0.7568,20.4,6,239.58,93.12,2
IN044941,2026-07-27,ST014,PR054,SUP011,1,18,16,17,16,1,0.4,0.9412,4.9,1,37.36,14.31,0
IN044942,2026-07-27,ST014,PR055,SUP011,2,26,24,25,25,1,0.3,1.0,0.0,0,0.0,0.0,0
IN044943,2026-07-27,ST014,PR056,SUP005,0,21,15,19,15,0,0.0,0.7895,17.7,3,211.86,77.19,2
IN044944,2026-07-27,ST014,PR057,SUP005,1,25,17,23,18,0,0.0,0.7826,18.3,3,175.92,64.89,2
IN044945,2026-07-27,ST014,PR059,SUP005,2,27,19,26,20,1,0.3,0.7692,19.4,4,176.48,59.04,2
IN044946,2026-07-27,ST014,PR062,SUP003,1,35,34,32,32,3,0.7,1.0,0.0,0,0.0,0.0,0
IN044947,2026-07-27,ST014,PR063,SUP003,3,40,39,38,38,4,0.7,1.0,0.0,0,0.0,0.0,0
IN044948,2026-07-27,ST014,PR064,SUP009,2,34,32,32,32,2,0.4,1.0,0.0,0,0.0,0.0,0
IN044949,2026-07-27,ST014,PR065,SUP009,2,38,36,36,36,2,0.4,1.0,0.0,0,0.0,0.0,0
IN044950,2026-07-27,ST014,PR066,SUP009,2,44,41,41,41,2,0.3,1.0,0.0,0,0.0,0.0,0
IN044951,2026-07-27,ST014,PR067,SUP009,2,28,26,27,27,1,0.3,1.0,0.0,0,0.0,0.0,0
IN044952,2026-07-27,ST014,PR068,SUP011,2,57,52,53,52,2,0.3,0.9811,1.6,1,24.99,9.51,0
IN044953,2026-07-27,ST014,PR069,SUP011,2,53,48,49,48,2,0.3,0.9796,1.7,1,25.34,9.47,0
IN044954,2026-07-27,ST014,PR071,SUP011,1,28,25,26,25,1,0.3,0.9615,3.2,1,29.82,11.46,0
IN044955,2026-07-27,ST014,PR072,SUP011,1,30,27,28,27,1,0.2,0.9643,3.0,1,28.69,10.77,0
IN044956,2026-07-27,ST014,PR073,SUP003,2,30,29,29,29,2,0.5,1.0,0.0,0,0.0,0.0,0
IN044957,2026-07-27,ST014,PR076,SUP011,2,25,23,24,24,1,0.3,1.0,0.0,0,0.0,0.0,0
IN044958,2026-07-27,ST014,PR077,SUP011,2,28,25,27,27,0,0.0,1.0,0.0,0,0.0,0.0,0
IN044959,2026-07-27,ST015,PR001,SUP001,31,82,77,81,81,27,2.3,1.0,0.0,0,0.0,0.0,0
IN044960,2026-07-27,ST015,PR002,SUP001,15,79,74,67,67,22,2.3,1.0,0.0,0,0.0,0.0,0
IN044961,2026-07-27,ST015,PR004,SUP008,19,96,90,82,82,27,2.3,1.0,0.0,0,0.0,0.0,0
IN044962,2026-07-27,ST015,PR006,SUP012,25,86,82,79,79,28,2.5,1.0,0.0,0,0.0,0.0,0
IN044963,2026-07-27,ST015,PR007,SUP012,20,61,57,58,58,19,2.3,1.0,0.0,0,0.0,0.0,0
IN044964,2026-07-27,ST015,PR008,SUP012,24,67,61,65,65,20,2.2,1.0,0.0,0,0.0,0.0,0
IN044965,2026-07-27,ST015,PR009,SUP011,11,80,75,65,65,21,2.3,1.0,0.0,0,0.0,0.0,0
IN044966,2026-07-27,ST015,PR010,SUP012,19,51,48,50,50,17,2.4,1.0,0.0,0,0.0,0.0,0
IN044967,2026-07-27,ST015,PR011,SUP012,20,39,36,42,42,14,2.3,1.0,0.0,0,0.0,0.0,0
IN044968,2026-07-27,ST015,PR013,SUP011,14,97,89,79,79,24,2.1,1.0,0.0,0,0.0,0.0,0
IN044969,2026-07-27,ST015,PR014,SUP008,10,59,56,49,49,17,2.4,1.0,0.0,0,0.0,0.0,0
IN044970,2026-07-27,ST015,PR015,SUP002,27,140,116,119,119,24,1.4,1.0,0.0,0,0.0,0.0,0
IN044971,2026-07-27,ST015,PR016,SUP002,18,67,56,61,61,13,1.5,1.0,0.0,0,0.0,0.0,0
IN044972,2026-07-27,ST015,PR017,SUP002,15,72,60,62,62,13,1.5,1.0,0.0,0,0.0,0.0,0
IN044973,2026-07-27,ST015,PR018,SUP002,20,79,66,71,71,15,1.5,1.0,0.0,0,0.0,0.0,0
IN044974,2026-07-27,ST015,PR019,SUP002,16,46,38,44,44,10,1.6,1.0,0.0,0,0.0,0.0,0
IN044975,2026-07-27,ST015,PR020,SUP007,29,20,18,35,35,12,2.4,1.0,0.0,0,0.0,0.0,0
IN044976,2026-07-27,ST015,PR021,SUP007,25,93,84,84,84,25,2.1,1.0,0.0,0,0.0,0.0,0
IN044977,2026-07-27,ST015,PR022,SUP002,16,58,48,53,53,11,1.5,1.0,0.0,0,0.0,0.0,0
IN044978,2026-07-27,ST015,PR023,SUP007,20,33,30,38,38,12,2.2,1.0,0.0,0,0.0,0.0,0
IN044979,2026-07-27,ST015,PR026,SUP002,10,40,33,36,36,7,1.4,1.0,0.0,0,0.0,0.0,0
IN044980,2026-07-27,ST015,PR027,SUP006,25,81,81,76,76,30,2.8,1.0,0.0,0,0.0,0.0,0
IN044981,2026-07-27,ST015,PR028,SUP006,21,50,50,51,51,20,2.7,1.0,0.0,0,0.0,0.0,0
IN044982,2026-07-27,ST015,PR029,SUP006,17,38,38,39,39,16,2.9,1.0,0.0,0,0.0,0.0,0
IN044983,2026-07-27,ST015,PR031,SUP006,16,69,69,61,61,24,2.8,1.0,0.0,0,0.0,0.0,0
IN044984,2026-07-27,ST015,PR032,SUP006,13,91,91,74,74,30,2.8,1.0,0.0,0,0.0,0.0,0
IN044985,2026-07-27,ST015,PR035,SUP006,16,65,65,58,58,23,2.8,1.0,0.0,0,0.0,0.0,0
IN044986,2026-07-27,ST015,PR038,SUP004,10,56,52,47,47,15,2.2,1.0,0.0,0,0.0,0.0,0
IN044987,2026-07-27,ST015,PR039,SUP004,20,75,70,68,68,22,2.3,1.0,0.0,0,0.0,0.0,0
IN044988,2026-07-27,ST015,PR040,SUP010,7,56,52,45,45,14,2.2,1.0,0.0,0,0.0,0.0,0
IN044989,2026-07-27,ST015,PR041,SUP010,6,42,39,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN044990,2026-07-27,ST015,PR042,SUP004,10,43,38,38,38,10,1.8,1.0,0.0,0,0.0,0.0,0
IN044991,2026-07-27,ST015,PR043,SUP010,5,45,42,36,36,11,2.1,1.0,0.0,0,0.0,0.0,0
IN044992,2026-07-27,ST015,PR047,SUP004,10,35,31,32,32,9,2.0,1.0,0.0,0,0.0,0.0,0
IN044993,2026-07-27,ST015,PR050,SUP004,11,42,36,38,38,9,1.7,1.0,0.0,0,0.0,0.0,0
IN044994,2026-07-27,ST015,PR051,SUP005,9,44,27,38,35,1,0.2,0.9211,6.6,2,110.56,40.3,3
